Package,Version,URL,Status,Bloom Log,Build Log,Deb File,Installed Files
lms1xx,0.3.0-2025.12.13.05.38,https://github.com/clearpathrobotics/LMS1xx/tree/noetic-devel,success,lms1xx_0.3.0-2025.12.13.05.38-bloom_generate.log,ros-one-lms1xx_0.3.0-2025.12.13.05.38_amd64-2025-12-13T05:38:54Z.build,ros-one-lms1xx_0.3.0-2025.12.13.05.38_amd64.deb,ros-one-lms1xx_0.3.0-2025.12.13.05.38_amd64.files
opencv_tests,1.16.2-2-gcfabf72-2025.12.13.05.40,https://github.com/ros-perception/vision_opencv/tree/noetic,success,opencv_tests_1.16.2-2-gcfabf72-2025.12.13.05.40-bloom_generate.log,ros-one-opencv-tests_1.16.2-2-gcfabf72-2025.12.13.05.40_amd64-2025-12-13T05:40:39Z.build,ros-one-opencv-tests_1.16.2-2-gcfabf72-2025.12.13.05.40_amd64.deb,ros-one-opencv-tests_1.16.2-2-gcfabf72-2025.12.13.05.40_amd64.files
timed_roslaunch,0.2.0-2025.12.13.05.42,https://github.com/Tiryoh/timed_roslaunch/tree/noetic-devel,success,timed_roslaunch_0.2.0-2025.12.13.05.42-bloom_generate.log,ros-one-timed-roslaunch_0.2.0-2025.12.13.05.42_amd64-2025-12-13T05:42:14Z.build,ros-one-timed-roslaunch_0.2.0-2025.12.13.05.42_amd64.deb,ros-one-timed-roslaunch_0.2.0-2025.12.13.05.42_amd64.files
urdf_parser_plugin,1.13.2-2-g3df8012-2025.12.13.05.43,https://github.com/ros-o/urdf/tree/obese-devel,success,urdf_parser_plugin_1.13.2-2-g3df8012-2025.12.13.05.43-bloom_generate.log,ros-one-urdf-parser-plugin_1.13.2-2-g3df8012-2025.12.13.05.43_amd64-2025-12-13T05:43:51Z.build,ros-one-urdf-parser-plugin_1.13.2-2-g3df8012-2025.12.13.05.43_amd64.deb,ros-one-urdf-parser-plugin_1.13.2-2-g3df8012-2025.12.13.05.43_amd64.files
urdf,1.13.2-2-g3df8012-2025.12.13.05.45,https://github.com/ros-o/urdf/tree/obese-devel,success,urdf_1.13.2-2-g3df8012-2025.12.13.05.45-bloom_generate.log,ros-one-urdf_1.13.2-2-g3df8012-2025.12.13.05.45_amd64-2025-12-13T05:45:29Z.build,ros-one-urdf_1.13.2-2-g3df8012-2025.12.13.05.45_amd64.deb,ros-one-urdf_1.13.2-2-g3df8012-2025.12.13.05.45_amd64.files
vision_opencv,1.16.2-2-gcfabf72-2025.12.13.05.47,https://github.com/ros-perception/vision_opencv/tree/noetic,success,vision_opencv_1.16.2-2-gcfabf72-2025.12.13.05.47-bloom_generate.log,ros-one-vision-opencv_1.16.2-2-gcfabf72-2025.12.13.05.47_amd64-2025-12-13T05:47:26Z.build,ros-one-vision-opencv_1.16.2-2-gcfabf72-2025.12.13.05.47_amd64.deb,ros-one-vision-opencv_1.16.2-2-gcfabf72-2025.12.13.05.47_amd64.files
allocators,1.0.25-10-g6ad6177-2025.12.13.05.34,https://github.com/ros-o/ros_realtime/tree/obese-devel,success,allocators_1.0.25-10-g6ad6177-2025.12.13.05.34-bloom_generate.log,ros-one-allocators_1.0.25-10-g6ad6177-2025.12.13.05.34_amd64-2025-12-13T05:34:21Z.build,ros-one-allocators_1.0.25-10-g6ad6177-2025.12.13.05.34_amd64.deb,ros-one-allocators_1.0.25-10-g6ad6177-2025.12.13.05.34_amd64.files
ros_pytest,0.2.1-7-gcd936a5-2025.12.13.05.35,https://github.com/machinekoder/ros_pytest/tree/noetic-devel,success,ros_pytest_0.2.1-7-gcd936a5-2025.12.13.05.35-bloom_generate.log,ros-one-ros-pytest_0.2.1-7-gcd936a5-2025.12.13.05.35_amd64-2025-12-13T05:35:53Z.build,ros-one-ros-pytest_0.2.1-7-gcd936a5-2025.12.13.05.35_amd64.deb,ros-one-ros-pytest_0.2.1-7-gcd936a5-2025.12.13.05.35_amd64.files
ros_realtime,1.0.25-10-g6ad6177-2025.12.13.05.37,https://github.com/ros-o/ros_realtime/tree/obese-devel,success,ros_realtime_1.0.25-10-g6ad6177-2025.12.13.05.37-bloom_generate.log,ros-one-ros-realtime_1.0.25-10-g6ad6177-2025.12.13.05.37_amd64-2025-12-13T05:37:39Z.build,ros-one-ros-realtime_1.0.25-10-g6ad6177-2025.12.13.05.37_amd64.deb,ros-one-ros-realtime_1.0.25-10-g6ad6177-2025.12.13.05.37_amd64.files
rosatomic,1.0.25-10-g6ad6177-2025.12.13.05.39,https://github.com/ros-o/ros_realtime/tree/obese-devel,success,rosatomic_1.0.25-10-g6ad6177-2025.12.13.05.39-bloom_generate.log,ros-one-rosatomic_1.0.25-10-g6ad6177-2025.12.13.05.39_amd64-2025-12-13T05:39:12Z.build,ros-one-rosatomic_1.0.25-10-g6ad6177-2025.12.13.05.39_amd64.deb,ros-one-rosatomic_1.0.25-10-g6ad6177-2025.12.13.05.39_amd64.files
lockfree,1.0.25-10-g6ad6177-2025.12.13.05.40,https://github.com/ros-o/ros_realtime/tree/obese-devel,success,lockfree_1.0.25-10-g6ad6177-2025.12.13.05.40-bloom_generate.log,ros-one-lockfree_1.0.25-10-g6ad6177-2025.12.13.05.40_amd64-2025-12-13T05:40:45Z.build,ros-one-lockfree_1.0.25-10-g6ad6177-2025.12.13.05.40_amd64.deb,ros-one-lockfree_1.0.25-10-g6ad6177-2025.12.13.05.40_amd64.files
rosrt,1.0.25-10-g6ad6177-2025.12.13.05.42,https://github.com/ros-o/ros_realtime/tree/obese-devel,success,rosrt_1.0.25-10-g6ad6177-2025.12.13.05.42-bloom_generate.log,ros-one-rosrt_1.0.25-10-g6ad6177-2025.12.13.05.42_amd64-2025-12-13T05:42:30Z.build,ros-one-rosrt_1.0.25-10-g6ad6177-2025.12.13.05.42_amd64.deb,ros-one-rosrt_1.0.25-10-g6ad6177-2025.12.13.05.42_amd64.files
ur_msgs,1.5.0-2025.12.13.05.44,https://github.com/ros-industrial/ur_msgs/tree/noetic-devel,success,ur_msgs_1.5.0-2025.12.13.05.44-bloom_generate.log,ros-one-ur-msgs_1.5.0-2025.12.13.05.44_amd64-2025-12-13T05:44:27Z.build,ros-one-ur-msgs_1.5.0-2025.12.13.05.44_amd64.deb,ros-one-ur-msgs_1.5.0-2025.12.13.05.44_amd64.files
view_controller_msgs,0.2.0-2025.12.13.05.46,https://github.com/ros-visualization/view_controller_msgs/tree/noetic-devel,success,view_controller_msgs_0.2.0-2025.12.13.05.46-bloom_generate.log,ros-one-view-controller-msgs_0.2.0-2025.12.13.05.46_amd64-2025-12-13T05:46:13Z.build,ros-one-view-controller-msgs_0.2.0-2025.12.13.05.46_amd64.deb,ros-one-view-controller-msgs_0.2.0-2025.12.13.05.46_amd64.files
camera_calibration_parsers,1.12.1-2025.12.13.05.34,https://github.com/ros-perception/image_common/tree/noetic-devel,success,camera_calibration_parsers_1.12.1-2025.12.13.05.34-bloom_generate.log,ros-one-camera-calibration-parsers_1.12.1-2025.12.13.05.34_amd64-2025-12-13T05:34:18Z.build,ros-one-camera-calibration-parsers_1.12.1-2025.12.13.05.34_amd64.deb,ros-one-camera-calibration-parsers_1.12.1-2025.12.13.05.34_amd64.files
hls_lfcd_lds_driver,1.1.2-6-g15d4be3-2025.12.13.05.36,https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver/tree/noetic,success,hls_lfcd_lds_driver_1.1.2-6-g15d4be3-2025.12.13.05.36-bloom_generate.log,ros-one-hls-lfcd-lds-driver_1.1.2-6-g15d4be3-2025.12.13.05.36_amd64-2025-12-13T05:36:20Z.build,ros-one-hls-lfcd-lds-driver_1.1.2-6-g15d4be3-2025.12.13.05.36_amd64.deb,ros-one-hls-lfcd-lds-driver_1.1.2-6-g15d4be3-2025.12.13.05.36_amd64.files
image_common,1.12.1-2025.12.13.05.38,https://github.com/ros-perception/image_common/tree/noetic-devel,success,image_common_1.12.1-2025.12.13.05.38-bloom_generate.log,ros-one-image-common_1.12.1-2025.12.13.05.38_amd64-2025-12-13T05:38:15Z.build,ros-one-image-common_1.12.1-2025.12.13.05.38_amd64.deb,ros-one-image-common_1.12.1-2025.12.13.05.38_amd64.files
image_transport,1.12.1-2025.12.13.05.39,https://github.com/ros-perception/image_common/tree/noetic-devel,success,image_transport_1.12.1-2025.12.13.05.39-bloom_generate.log,ros-one-image-transport_1.12.1-2025.12.13.05.39_amd64-2025-12-13T05:39:47Z.build,ros-one-image-transport_1.12.1-2025.12.13.05.39_amd64.deb,ros-one-image-transport_1.12.1-2025.12.13.05.39_amd64.files
camera_info_manager,1.12.1-2025.12.13.05.42,https://github.com/ros-perception/image_common/tree/noetic-devel,success,camera_info_manager_1.12.1-2025.12.13.05.42-bloom_generate.log,ros-one-camera-info-manager_1.12.1-2025.12.13.05.42_amd64-2025-12-13T05:42:04Z.build,ros-one-camera-info-manager_1.12.1-2025.12.13.05.42_amd64.deb,ros-one-camera-info-manager_1.12.1-2025.12.13.05.42_amd64.files
plotjuggler,3.14.3-2025.12.13.05.44,https://github.com/facontidavide/PlotJuggler/tree/main,success,plotjuggler_3.14.3-2025.12.13.05.44-bloom_generate.log,ros-one-plotjuggler_3.14.3-2025.12.13.05.44_amd64-2025-12-13T05:44:07Z.build,ros-one-plotjuggler_3.14.3-2025.12.13.05.44_amd64.deb,ros-one-plotjuggler_3.14.3-2025.12.13.05.44_amd64.files
polled_camera,1.12.1-2025.12.13.05.52,https://github.com/ros-perception/image_common/tree/noetic-devel,success,polled_camera_1.12.1-2025.12.13.05.52-bloom_generate.log,ros-one-polled-camera_1.12.1-2025.12.13.05.52_amd64-2025-12-13T05:52:40Z.build,ros-one-polled-camera_1.12.1-2025.12.13.05.52_amd64.deb,ros-one-polled-camera_1.12.1-2025.12.13.05.52_amd64.files
vision_msgs,0.0.2-2025.12.13.05.54,https://github.com/Kukanani/vision_msgs/tree/noetic-devel,success,vision_msgs_0.0.2-2025.12.13.05.54-bloom_generate.log,ros-one-vision-msgs_0.0.2-2025.12.13.05.54_amd64-2025-12-13T05:54:37Z.build,ros-one-vision-msgs_0.0.2-2025.12.13.05.54_amd64.deb,ros-one-vision-msgs_0.0.2-2025.12.13.05.54_amd64.files
baxter_common,1.2.0-2025.12.13.05.34,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_common_1.2.0-2025.12.13.05.34-bloom_generate.log,ros-one-baxter-common_1.2.0-2025.12.13.05.34_amd64-2025-12-13T05:34:19Z.build,ros-one-baxter-common_1.2.0-2025.12.13.05.34_amd64.deb,ros-one-baxter-common_1.2.0-2025.12.13.05.34_amd64.files
baxter_core_msgs,1.2.0-2025.12.13.05.35,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_core_msgs_1.2.0-2025.12.13.05.35-bloom_generate.log,ros-one-baxter-core-msgs_1.2.0-2025.12.13.05.35_amd64-2025-12-13T05:35:52Z.build,ros-one-baxter-core-msgs_1.2.0-2025.12.13.05.35_amd64.deb,ros-one-baxter-core-msgs_1.2.0-2025.12.13.05.35_amd64.files
baxter_description,1.2.0-2025.12.13.05.37,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_description_1.2.0-2025.12.13.05.37-bloom_generate.log,ros-one-baxter-description_1.2.0-2025.12.13.05.37_amd64-2025-12-13T05:37:39Z.build,ros-one-baxter-description_1.2.0-2025.12.13.05.37_amd64.deb,ros-one-baxter-description_1.2.0-2025.12.13.05.37_amd64.files
baxter_maintenance_msgs,1.2.0-2025.12.13.05.39,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_maintenance_msgs_1.2.0-2025.12.13.05.39-bloom_generate.log,ros-one-baxter-maintenance-msgs_1.2.0-2025.12.13.05.39_amd64-2025-12-13T05:39:22Z.build,ros-one-baxter-maintenance-msgs_1.2.0-2025.12.13.05.39_amd64.deb,ros-one-baxter-maintenance-msgs_1.2.0-2025.12.13.05.39_amd64.files
cartesian_control_msgs,0.1.0-3-ge5796bb-2025.12.13.05.41,https://github.com/UniversalRobots/Universal_Robots_ROS_cartesian_control_msgs/tree/main,success,cartesian_control_msgs_0.1.0-3-ge5796bb-2025.12.13.05.41-bloom_generate.log,ros-one-cartesian-control-msgs_0.1.0-3-ge5796bb-2025.12.13.05.41_amd64-2025-12-13T05:41:05Z.build,ros-one-cartesian-control-msgs_0.1.0-3-ge5796bb-2025.12.13.05.41_amd64.deb,ros-one-cartesian-control-msgs_0.1.0-3-ge5796bb-2025.12.13.05.41_amd64.files
pr2_mechanism_msgs,1.8.2-2-g992b461-2025.12.13.05.42,https://github.com/pr2/pr2_mechanism_msgs/tree/master,success,pr2_mechanism_msgs_1.8.2-2-g992b461-2025.12.13.05.42-bloom_generate.log,ros-one-pr2-mechanism-msgs_1.8.2-2-g992b461-2025.12.13.05.42_amd64-2025-12-13T05:42:50Z.build,ros-one-pr2-mechanism-msgs_1.8.2-2-g992b461-2025.12.13.05.42_amd64.deb,ros-one-pr2-mechanism-msgs_1.8.2-2-g992b461-2025.12.13.05.42_amd64.files
rethink_ee_description,1.2.0-2025.12.13.05.44,https://github.com/RethinkRobotics/baxter_common/tree/master,success,rethink_ee_description_1.2.0-2025.12.13.05.44-bloom_generate.log,ros-one-rethink-ee-description_1.2.0-2025.12.13.05.44_amd64-2025-12-13T05:44:36Z.build,ros-one-rethink-ee-description_1.2.0-2025.12.13.05.44_amd64.deb,ros-one-rethink-ee-description_1.2.0-2025.12.13.05.44_amd64.files
rosauth,1.0.1-1-gc2a5908-2025.12.13.05.46,https://github.com/GT-RAIL/rosauth/tree/develop,success,rosauth_1.0.1-1-gc2a5908-2025.12.13.05.46-bloom_generate.log,ros-one-rosauth_1.0.1-1-gc2a5908-2025.12.13.05.46_amd64-2025-12-13T05:46:22Z.build,ros-one-rosauth_1.0.1-1-gc2a5908-2025.12.13.05.46_amd64.deb,ros-one-rosauth_1.0.1-1-gc2a5908-2025.12.13.05.46_amd64.files
sparse_bundle_adjustment,0.4.4-2025.12.13.05.48,https://github.com/ros-perception/sparse_bundle_adjustment/tree/melodic-devel,success,sparse_bundle_adjustment_0.4.4-2025.12.13.05.48-bloom_generate.log,ros-one-sparse-bundle-adjustment_0.4.4-2025.12.13.05.48_amd64-2025-12-13T05:48:12Z.build,ros-one-sparse-bundle-adjustment_0.4.4-2025.12.13.05.48_amd64.deb,ros-one-sparse-bundle-adjustment_0.4.4-2025.12.13.05.48_amd64.files
geometry2,0.7.5-33-g2d0e6c8-2025.12.13.05.58,https://github.com/ros-o/geometry2/tree/obese-devel,success,geometry2_0.7.5-33-g2d0e6c8-2025.12.13.05.58-bloom_generate.log,ros-one-geometry2_0.7.5-33-g2d0e6c8-2025.12.13.05.58_amd64-2025-12-13T05:58:32Z.build,ros-one-geometry2_0.7.5-33-g2d0e6c8-2025.12.13.05.58_amd64.deb,ros-one-geometry2_0.7.5-33-g2d0e6c8-2025.12.13.05.58_amd64.files
tf2_msgs,0.7.5-33-g2d0e6c8-2025.12.13.06.00,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.00-bloom_generate.log,ros-one-tf2-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.00_amd64-2025-12-13T06:00:36Z.build,ros-one-tf2-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.00_amd64.deb,ros-one-tf2-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.00_amd64.files
tf2,0.7.5-33-g2d0e6c8-2025.12.13.06.02,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.02-bloom_generate.log,ros-one-tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.02_amd64-2025-12-13T06:02:49Z.build,ros-one-tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.02_amd64.deb,ros-one-tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.02_amd64.files
tf2_bullet,0.7.5-33-g2d0e6c8-2025.12.13.06.05,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_bullet_0.7.5-33-g2d0e6c8-2025.12.13.06.05-bloom_generate.log,ros-one-tf2-bullet_0.7.5-33-g2d0e6c8-2025.12.13.06.05_amd64-2025-12-13T06:05:08Z.build,ros-one-tf2-bullet_0.7.5-33-g2d0e6c8-2025.12.13.06.05_amd64.deb,ros-one-tf2-bullet_0.7.5-33-g2d0e6c8-2025.12.13.06.05_amd64.files
tf2_eigen,0.7.5-33-g2d0e6c8-2025.12.13.06.07,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_eigen_0.7.5-33-g2d0e6c8-2025.12.13.06.07-bloom_generate.log,ros-one-tf2-eigen_0.7.5-33-g2d0e6c8-2025.12.13.06.07_amd64-2025-12-13T06:07:18Z.build,ros-one-tf2-eigen_0.7.5-33-g2d0e6c8-2025.12.13.06.07_amd64.deb,ros-one-tf2-eigen_0.7.5-33-g2d0e6c8-2025.12.13.06.07_amd64.files
tf2_py,0.7.5-33-g2d0e6c8-2025.12.13.06.09,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_py_0.7.5-33-g2d0e6c8-2025.12.13.06.09-bloom_generate.log,ros-one-tf2-py_0.7.5-33-g2d0e6c8-2025.12.13.06.09_amd64-2025-12-13T06:09:29Z.build,ros-one-tf2-py_0.7.5-33-g2d0e6c8-2025.12.13.06.09_amd64.deb,ros-one-tf2-py_0.7.5-33-g2d0e6c8-2025.12.13.06.09_amd64.files
tf2_ros,0.7.5-33-g2d0e6c8-2025.12.13.06.11,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_ros_0.7.5-33-g2d0e6c8-2025.12.13.06.11-bloom_generate.log,ros-one-tf2-ros_0.7.5-33-g2d0e6c8-2025.12.13.06.11_amd64-2025-12-13T06:11:51Z.build,ros-one-tf2-ros_0.7.5-33-g2d0e6c8-2025.12.13.06.11_amd64.deb,ros-one-tf2-ros_0.7.5-33-g2d0e6c8-2025.12.13.06.11_amd64.files
tf2_geometry_msgs,0.7.5-33-g2d0e6c8-2025.12.13.06.14,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_geometry_msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.14-bloom_generate.log,ros-one-tf2-geometry-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.14_amd64-2025-12-13T06:14:37Z.build,ros-one-tf2-geometry-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.14_amd64.deb,ros-one-tf2-geometry-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.14_amd64.files
tf2_kdl,0.7.5-33-g2d0e6c8-2025.12.13.06.16,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_kdl_0.7.5-33-g2d0e6c8-2025.12.13.06.16-bloom_generate.log,ros-one-tf2-kdl_0.7.5-33-g2d0e6c8-2025.12.13.06.16_amd64-2025-12-13T06:16:57Z.build,ros-one-tf2-kdl_0.7.5-33-g2d0e6c8-2025.12.13.06.16_amd64.deb,ros-one-tf2-kdl_0.7.5-33-g2d0e6c8-2025.12.13.06.16_amd64.files
test_tf2,0.7.5-33-g2d0e6c8-2025.12.13.06.19,https://github.com/ros-o/geometry2/tree/obese-devel,success,test_tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.19-bloom_generate.log,ros-one-test-tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.19_amd64-2025-12-13T06:19:18Z.build,ros-one-test-tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.19_amd64.deb,ros-one-test-tf2_0.7.5-33-g2d0e6c8-2025.12.13.06.19_amd64.files
tf2_sensor_msgs,0.7.5-33-g2d0e6c8-2025.12.13.06.21,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_sensor_msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.21-bloom_generate.log,ros-one-tf2-sensor-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.21_amd64-2025-12-13T06:21:39Z.build,ros-one-tf2-sensor-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.21_amd64.deb,ros-one-tf2-sensor-msgs_0.7.5-33-g2d0e6c8-2025.12.13.06.21_amd64.files
tf2_tools,0.7.5-33-g2d0e6c8-2025.12.13.06.23,https://github.com/ros-o/geometry2/tree/obese-devel,success,tf2_tools_0.7.5-33-g2d0e6c8-2025.12.13.06.23-bloom_generate.log,ros-one-tf2-tools_0.7.5-33-g2d0e6c8-2025.12.13.06.23_amd64-2025-12-13T06:24:00Z.build,ros-one-tf2-tools_0.7.5-33-g2d0e6c8-2025.12.13.06.23_amd64.deb,ros-one-tf2-tools_0.7.5-33-g2d0e6c8-2025.12.13.06.23_amd64.files
audio_common,0.3.18-2025.12.13.05.58,https://github.com/ros-drivers/audio_common/tree/master,success,audio_common_0.3.18-2025.12.13.05.58-bloom_generate.log,ros-one-audio-common_0.3.18-2025.12.13.05.58_amd64-2025-12-13T05:58:32Z.build,ros-one-audio-common_0.3.18-2025.12.13.05.58_amd64.deb,ros-one-audio-common_0.3.18-2025.12.13.05.58_amd64.files
audio_common_msgs,0.3.18-2025.12.13.06.00,https://github.com/ros-drivers/audio_common/tree/master,success,audio_common_msgs_0.3.18-2025.12.13.06.00-bloom_generate.log,ros-one-audio-common-msgs_0.3.18-2025.12.13.06.00_amd64-2025-12-13T06:00:38Z.build,ros-one-audio-common-msgs_0.3.18-2025.12.13.06.00_amd64.deb,ros-one-audio-common-msgs_0.3.18-2025.12.13.06.00_amd64.files
audio_capture,0.3.18-2025.12.13.06.02,https://github.com/ros-drivers/audio_common/tree/master,success,audio_capture_0.3.18-2025.12.13.06.02-bloom_generate.log,ros-one-audio-capture_0.3.18-2025.12.13.06.02_amd64-2025-12-13T06:02:51Z.build,ros-one-audio-capture_0.3.18-2025.12.13.06.02_amd64.deb,ros-one-audio-capture_0.3.18-2025.12.13.06.02_amd64.files
audio_play,0.3.18-2025.12.13.06.05,https://github.com/ros-drivers/audio_common/tree/master,success,audio_play_0.3.18-2025.12.13.06.05-bloom_generate.log,ros-one-audio-play_0.3.18-2025.12.13.06.05_amd64-2025-12-13T06:05:18Z.build,ros-one-audio-play_0.3.18-2025.12.13.06.05_amd64.deb,ros-one-audio-play_0.3.18-2025.12.13.06.05_amd64.files
joy_teleop,0.5.0-2025.12.13.06.07,https://github.com/ros-teleop/teleop_tools/tree/noetic-devel,success,joy_teleop_0.5.0-2025.12.13.06.07-bloom_generate.log,ros-one-joy-teleop_0.5.0-2025.12.13.06.07_amd64-2025-12-13T06:07:45Z.build,ros-one-joy-teleop_0.5.0-2025.12.13.06.07_amd64.deb,ros-one-joy-teleop_0.5.0-2025.12.13.06.07_amd64.files
kdl_parser,1.14.1-2-g093117a-2025.12.13.06.09,https://github.com/ros-o/kdl_parser/tree/obese-devel,success,kdl_parser_1.14.1-2-g093117a-2025.12.13.06.09-bloom_generate.log,ros-one-kdl-parser_1.14.1-2-g093117a-2025.12.13.06.09_amd64-2025-12-13T06:09:52Z.build,ros-one-kdl-parser_1.14.1-2-g093117a-2025.12.13.06.09_amd64.deb,ros-one-kdl-parser_1.14.1-2-g093117a-2025.12.13.06.09_amd64.files
kdl_parser_py,1.14.1-2-g093117a-2025.12.13.06.12,https://github.com/ros-o/kdl_parser/tree/obese-devel,success,kdl_parser_py_1.14.1-2-g093117a-2025.12.13.06.12-bloom_generate.log,ros-one-kdl-parser-py_1.14.1-2-g093117a-2025.12.13.06.12_amd64-2025-12-13T06:12:17Z.build,ros-one-kdl-parser-py_1.14.1-2-g093117a-2025.12.13.06.12_amd64.deb,ros-one-kdl-parser-py_1.14.1-2-g093117a-2025.12.13.06.12_amd64.files
key_teleop,0.5.0-2025.12.13.06.14,https://github.com/ros-teleop/teleop_tools/tree/noetic-devel,success,key_teleop_0.5.0-2025.12.13.06.14-bloom_generate.log,ros-one-key-teleop_0.5.0-2025.12.13.06.14_amd64-2025-12-13T06:14:26Z.build,ros-one-key-teleop_0.5.0-2025.12.13.06.14_amd64.deb,ros-one-key-teleop_0.5.0-2025.12.13.06.14_amd64.files
mouse_teleop,0.5.0-2025.12.13.06.16,https://github.com/ros-teleop/teleop_tools/tree/noetic-devel,success,mouse_teleop_0.5.0-2025.12.13.06.16-bloom_generate.log,ros-one-mouse-teleop_0.5.0-2025.12.13.06.16_amd64-2025-12-13T06:16:35Z.build,ros-one-mouse-teleop_0.5.0-2025.12.13.06.16_amd64.deb,ros-one-mouse-teleop_0.5.0-2025.12.13.06.16_amd64.files
sound_play,0.3.18-2025.12.13.06.18,https://github.com/ros-drivers/audio_common/tree/master,success,sound_play_0.3.18-2025.12.13.06.18-bloom_generate.log,ros-one-sound-play_0.3.18-2025.12.13.06.18_amd64-2025-12-13T06:18:44Z.build,ros-one-sound-play_0.3.18-2025.12.13.06.18_amd64.deb,ros-one-sound-play_0.3.18-2025.12.13.06.18_amd64.files
teleop_tools,0.5.0-2025.12.13.06.21,https://github.com/ros-teleop/teleop_tools/tree/noetic-devel,success,teleop_tools_0.5.0-2025.12.13.06.21-bloom_generate.log,ros-one-teleop-tools_0.5.0-2025.12.13.06.21_amd64-2025-12-13T06:21:06Z.build,ros-one-teleop-tools_0.5.0-2025.12.13.06.21_amd64.deb,ros-one-teleop-tools_0.5.0-2025.12.13.06.21_amd64.files
teleop_tools_msgs,0.5.0-2025.12.13.06.23,https://github.com/ros-teleop/teleop_tools/tree/noetic-devel,success,teleop_tools_msgs_0.5.0-2025.12.13.06.23-bloom_generate.log,ros-one-teleop-tools-msgs_0.5.0-2025.12.13.06.23_amd64-2025-12-13T06:23:16Z.build,ros-one-teleop-tools-msgs_0.5.0-2025.12.13.06.23_amd64.deb,ros-one-teleop-tools-msgs_0.5.0-2025.12.13.06.23_amd64.files
collada_parser,1.12.13-1-g4d944c2-2025.12.13.05.58,https://github.com/ros-o/collada_urdf/tree/obese-devel,success,collada_parser_1.12.13-1-g4d944c2-2025.12.13.05.58-bloom_generate.log,ros-one-collada-parser_1.12.13-1-g4d944c2-2025.12.13.05.58_amd64-2025-12-13T05:58:46Z.build,ros-one-collada-parser_1.12.13-1-g4d944c2-2025.12.13.05.58_amd64.deb,ros-one-collada-parser_1.12.13-1-g4d944c2-2025.12.13.05.58_amd64.files
collada_urdf,1.12.13-1-g4d944c2-2025.12.13.06.01,https://github.com/ros-o/collada_urdf/tree/obese-devel,success,collada_urdf_1.12.13-1-g4d944c2-2025.12.13.06.01-bloom_generate.log,ros-one-collada-urdf_1.12.13-1-g4d944c2-2025.12.13.06.01_amd64-2025-12-13T06:01:19Z.build,ros-one-collada-urdf_1.12.13-1-g4d944c2-2025.12.13.06.01_amd64.deb,ros-one-collada-urdf_1.12.13-1-g4d944c2-2025.12.13.06.01_amd64.files
dynamixel_controllers,0.4.1-3-g3d84232-2025.12.13.06.04,https://github.com/arebgun/dynamixel_motor/tree/master,success,dynamixel_controllers_0.4.1-3-g3d84232-2025.12.13.06.04-bloom_generate.log,ros-one-dynamixel-controllers_0.4.1-3-g3d84232-2025.12.13.06.04_amd64-2025-12-13T06:06:08Z.build,ros-one-dynamixel-controllers_0.4.1-3-g3d84232-2025.12.13.06.04_amd64.deb,ros-one-dynamixel-controllers_0.4.1-3-g3d84232-2025.12.13.06.04_amd64.files
dynamixel_driver,0.4.1-3-g3d84232-2025.12.13.06.08,https://github.com/arebgun/dynamixel_motor/tree/master,success,dynamixel_driver_0.4.1-3-g3d84232-2025.12.13.06.08-bloom_generate.log,ros-one-dynamixel-driver_0.4.1-3-g3d84232-2025.12.13.06.08_amd64-2025-12-13T06:08:18Z.build,ros-one-dynamixel-driver_0.4.1-3-g3d84232-2025.12.13.06.08_amd64.deb,ros-one-dynamixel-driver_0.4.1-3-g3d84232-2025.12.13.06.08_amd64.files
