Package,Version,URL,Status,Bloom Log,Build Log,Deb File,Installed Files
move_base,1.17.3-4-gf44bb1fc-2025.12.13.09.10,https://github.com/ros-planning/navigation/tree/noetic-devel,success,move_base_1.17.3-4-gf44bb1fc-2025.12.13.09.10-bloom_generate.log,ros-one-move-base_1.17.3-4-gf44bb1fc-2025.12.13.09.10_amd64-2025-12-13T09:10:20Z.build,ros-one-move-base_1.17.3-4-gf44bb1fc-2025.12.13.09.10_amd64.deb,ros-one-move-base_1.17.3-4-gf44bb1fc-2025.12.13.09.10_amd64.files
gazebo_dev,2.9.3-2025.12.13.08.05,https://github.com/ros-simulation/gazebo_ros_pkgs/tree/noetic-devel,failed-bloom-generate,gazebo_dev_2.9.3-2025.12.13.08.05-bloom_generate.log,,,
gazebo_msgs,2.9.3-2025.12.13.08.05,https://github.com/ros-simulation/gazebo_ros_pkgs/tree/noetic-devel,success,gazebo_msgs_2.9.3-2025.12.13.08.05-bloom_generate.log,ros-one-gazebo-msgs_2.9.3-2025.12.13.08.05_amd64-2025-12-13T08:05:30Z.build,ros-one-gazebo-msgs_2.9.3-2025.12.13.08.05_amd64.deb,ros-one-gazebo-msgs_2.9.3-2025.12.13.08.05_amd64.files
gazebo_ros,2.9.3-2025.12.13.08.09,https://github.com/ros-simulation/gazebo_ros_pkgs/tree/noetic-devel,failed-sbuild,gazebo_ros_2.9.3-2025.12.13.08.09-bloom_generate.log,ros-one-gazebo-ros_2.9.3-2025.12.13.08.09_amd64-2025-12-13T08:09:10Z.build,,
gazebo_plugins,2.9.3-2025.12.13.08.12,https://github.com/ros-simulation/gazebo_ros_pkgs/tree/noetic-devel,failed-sbuild,gazebo_plugins_2.9.3-2025.12.13.08.12-bloom_generate.log,ros-one-gazebo-plugins_2.9.3-2025.12.13.08.12_amd64-2025-12-13T08:12:16Z.build,,
gazebo_ros_control,2.9.3-2025.12.13.08.15,https://github.com/ros-simulation/gazebo_ros_pkgs/tree/noetic-devel,failed-sbuild,gazebo_ros_control_2.9.3-2025.12.13.08.15-bloom_generate.log,ros-one-gazebo-ros-control_2.9.3-2025.12.13.08.15_amd64-2025-12-13T08:15:25Z.build,,
gazebo_ros_pkgs,2.9.3-2025.12.13.08.18,https://github.com/ros-simulation/gazebo_ros_pkgs/tree/noetic-devel,success,gazebo_ros_pkgs_2.9.3-2025.12.13.08.18-bloom_generate.log,ros-one-gazebo-ros-pkgs_2.9.3-2025.12.13.08.18_amd64-2025-12-13T08:18:36Z.build,ros-one-gazebo-ros-pkgs_2.9.3-2025.12.13.08.18_amd64.deb,ros-one-gazebo-ros-pkgs_2.9.3-2025.12.13.08.18_amd64.files
ocean_battery_driver,1.1.10-5-gc7f225d-2025.12.13.08.22,https://github.com/pr2/pr2_power_drivers/tree/kinetic-devel,success,ocean_battery_driver_1.1.10-5-gc7f225d-2025.12.13.08.22-bloom_generate.log,ros-one-ocean-battery-driver_1.1.10-5-gc7f225d-2025.12.13.08.22_amd64-2025-12-13T08:22:04Z.build,ros-one-ocean-battery-driver_1.1.10-5-gc7f225d-2025.12.13.08.22_amd64.deb,ros-one-ocean-battery-driver_1.1.10-5-gc7f225d-2025.12.13.08.22_amd64.files
power_monitor,1.1.10-5-gc7f225d-2025.12.13.08.25,https://github.com/pr2/pr2_power_drivers/tree/kinetic-devel,success,power_monitor_1.1.10-5-gc7f225d-2025.12.13.08.25-bloom_generate.log,ros-one-power-monitor_1.1.10-5-gc7f225d-2025.12.13.08.25_amd64-2025-12-13T08:25:50Z.build,ros-one-power-monitor_1.1.10-5-gc7f225d-2025.12.13.08.25_amd64.deb,ros-one-power-monitor_1.1.10-5-gc7f225d-2025.12.13.08.25_amd64.files
pr2_hardware_interface,1.8.21-7-g3b10e3e-2025.12.13.08.29,https://github.com/pr2/pr2_mechanism/tree/melodic-devel,success,pr2_hardware_interface_1.8.21-7-g3b10e3e-2025.12.13.08.29-bloom_generate.log,ros-one-pr2-hardware-interface_1.8.21-7-g3b10e3e-2025.12.13.08.29_amd64-2025-12-13T08:29:48Z.build,ros-one-pr2-hardware-interface_1.8.21-7-g3b10e3e-2025.12.13.08.29_amd64.deb,ros-one-pr2-hardware-interface_1.8.21-7-g3b10e3e-2025.12.13.08.29_amd64.files
pr2_mechanism,1.8.21-7-g3b10e3e-2025.12.13.08.33,https://github.com/pr2/pr2_mechanism/tree/melodic-devel,success,pr2_mechanism_1.8.21-7-g3b10e3e-2025.12.13.08.33-bloom_generate.log,ros-one-pr2-mechanism_1.8.21-7-g3b10e3e-2025.12.13.08.33_amd64-2025-12-13T08:33:28Z.build,ros-one-pr2-mechanism_1.8.21-7-g3b10e3e-2025.12.13.08.33_amd64.deb,ros-one-pr2-mechanism_1.8.21-7-g3b10e3e-2025.12.13.08.33_amd64.files
pr2_mechanism_model,1.8.21-7-g3b10e3e-2025.12.13.08.36,https://github.com/pr2/pr2_mechanism/tree/melodic-devel,success,pr2_mechanism_model_1.8.21-7-g3b10e3e-2025.12.13.08.36-bloom_generate.log,ros-one-pr2-mechanism-model_1.8.21-7-g3b10e3e-2025.12.13.08.36_amd64-2025-12-13T08:36:57Z.build,ros-one-pr2-mechanism-model_1.8.21-7-g3b10e3e-2025.12.13.08.36_amd64.deb,ros-one-pr2-mechanism-model_1.8.21-7-g3b10e3e-2025.12.13.08.36_amd64.files
pr2_controller_interface,1.8.21-7-g3b10e3e-2025.12.13.08.41,https://github.com/pr2/pr2_mechanism/tree/melodic-devel,success,pr2_controller_interface_1.8.21-7-g3b10e3e-2025.12.13.08.41-bloom_generate.log,ros-one-pr2-controller-interface_1.8.21-7-g3b10e3e-2025.12.13.08.41_amd64-2025-12-13T08:41:05Z.build,ros-one-pr2-controller-interface_1.8.21-7-g3b10e3e-2025.12.13.08.41_amd64.deb,ros-one-pr2-controller-interface_1.8.21-7-g3b10e3e-2025.12.13.08.41_amd64.files
pr2_mechanism_diagnostics,1.8.21-7-g3b10e3e-2025.12.13.08.44,https://github.com/pr2/pr2_mechanism/tree/melodic-devel,success,pr2_mechanism_diagnostics_1.8.21-7-g3b10e3e-2025.12.13.08.44-bloom_generate.log,ros-one-pr2-mechanism-diagnostics_1.8.21-7-g3b10e3e-2025.12.13.08.44_amd64-2025-12-13T08:44:45Z.build,ros-one-pr2-mechanism-diagnostics_1.8.21-7-g3b10e3e-2025.12.13.08.44_amd64.deb,ros-one-pr2-mechanism-diagnostics_1.8.21-7-g3b10e3e-2025.12.13.08.44_amd64.files
pr2_controller_manager,1.8.21-7-g3b10e3e-2025.12.13.08.48,https://github.com/pr2/pr2_mechanism/tree/melodic-devel,success,pr2_controller_manager_1.8.21-7-g3b10e3e-2025.12.13.08.48-bloom_generate.log,ros-one-pr2-controller-manager_1.8.21-7-g3b10e3e-2025.12.13.08.48_amd64-2025-12-13T08:48:43Z.build,ros-one-pr2-controller-manager_1.8.21-7-g3b10e3e-2025.12.13.08.48_amd64.deb,ros-one-pr2-controller-manager_1.8.21-7-g3b10e3e-2025.12.13.08.48_amd64.files
pr2_power_board,1.1.10-5-gc7f225d-2025.12.13.08.52,https://github.com/pr2/pr2_power_drivers/tree/kinetic-devel,success,pr2_power_board_1.1.10-5-gc7f225d-2025.12.13.08.52-bloom_generate.log,ros-one-pr2-power-board_1.1.10-5-gc7f225d-2025.12.13.08.52_amd64-2025-12-13T08:52:52Z.build,ros-one-pr2-power-board_1.1.10-5-gc7f225d-2025.12.13.08.52_amd64.deb,ros-one-pr2-power-board_1.1.10-5-gc7f225d-2025.12.13.08.52_amd64.files
pr2_power_drivers,1.1.10-5-gc7f225d-2025.12.13.08.56,https://github.com/pr2/pr2_power_drivers/tree/kinetic-devel,success,pr2_power_drivers_1.1.10-5-gc7f225d-2025.12.13.08.56-bloom_generate.log,ros-one-pr2-power-drivers_1.1.10-5-gc7f225d-2025.12.13.08.56_amd64-2025-12-13T08:56:44Z.build,ros-one-pr2-power-drivers_1.1.10-5-gc7f225d-2025.12.13.08.56_amd64.deb,ros-one-pr2-power-drivers_1.1.10-5-gc7f225d-2025.12.13.08.56_amd64.files
diff_drive_controller,0.22.0-2025.12.13.08.05,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,diff_drive_controller_0.22.0-2025.12.13.08.05-bloom_generate.log,ros-one-diff-drive-controller_0.22.0-2025.12.13.08.05_amd64-2025-12-13T08:05:28Z.build,ros-one-diff-drive-controller_0.22.0-2025.12.13.08.05_amd64.deb,ros-one-diff-drive-controller_0.22.0-2025.12.13.08.05_amd64.files
ackermann_steering_controller,0.22.0-2025.12.13.08.09,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,ackermann_steering_controller_0.22.0-2025.12.13.08.09-bloom_generate.log,ros-one-ackermann-steering-controller_0.22.0-2025.12.13.08.09_amd64-2025-12-13T08:09:39Z.build,ros-one-ackermann-steering-controller_0.22.0-2025.12.13.08.09_amd64.deb,ros-one-ackermann-steering-controller_0.22.0-2025.12.13.08.09_amd64.files
force_torque_sensor_controller,0.22.0-2025.12.13.08.13,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,force_torque_sensor_controller_0.22.0-2025.12.13.08.13-bloom_generate.log,ros-one-force-torque-sensor-controller_0.22.0-2025.12.13.08.13_amd64-2025-12-13T08:13:52Z.build,ros-one-force-torque-sensor-controller_0.22.0-2025.12.13.08.13_amd64.deb,ros-one-force-torque-sensor-controller_0.22.0-2025.12.13.08.13_amd64.files
forward_command_controller,0.22.0-2025.12.13.08.17,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,forward_command_controller_0.22.0-2025.12.13.08.17-bloom_generate.log,ros-one-forward-command-controller_0.22.0-2025.12.13.08.17_amd64-2025-12-13T08:17:52Z.build,ros-one-forward-command-controller_0.22.0-2025.12.13.08.17_amd64.deb,ros-one-forward-command-controller_0.22.0-2025.12.13.08.17_amd64.files
four_wheel_steering_controller,0.22.0-2025.12.13.08.21,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,four_wheel_steering_controller_0.22.0-2025.12.13.08.21-bloom_generate.log,ros-one-four-wheel-steering-controller_0.22.0-2025.12.13.08.21_amd64-2025-12-13T08:21:43Z.build,ros-one-four-wheel-steering-controller_0.22.0-2025.12.13.08.21_amd64.deb,ros-one-four-wheel-steering-controller_0.22.0-2025.12.13.08.21_amd64.files
gripper_action_controller,0.22.0-2025.12.13.08.25,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,gripper_action_controller_0.22.0-2025.12.13.08.25-bloom_generate.log,ros-one-gripper-action-controller_0.22.0-2025.12.13.08.25_amd64-2025-12-13T08:25:58Z.build,ros-one-gripper-action-controller_0.22.0-2025.12.13.08.25_amd64.deb,ros-one-gripper-action-controller_0.22.0-2025.12.13.08.25_amd64.files
imu_sensor_controller,0.22.0-2025.12.13.08.29,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,imu_sensor_controller_0.22.0-2025.12.13.08.29-bloom_generate.log,ros-one-imu-sensor-controller_0.22.0-2025.12.13.08.29_amd64-2025-12-13T08:29:53Z.build,ros-one-imu-sensor-controller_0.22.0-2025.12.13.08.29_amd64.deb,ros-one-imu-sensor-controller_0.22.0-2025.12.13.08.29_amd64.files
joint_state_controller,0.22.0-2025.12.13.08.33,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,joint_state_controller_0.22.0-2025.12.13.08.33-bloom_generate.log,ros-one-joint-state-controller_0.22.0-2025.12.13.08.33_amd64-2025-12-13T08:33:39Z.build,ros-one-joint-state-controller_0.22.0-2025.12.13.08.33_amd64.deb,ros-one-joint-state-controller_0.22.0-2025.12.13.08.33_amd64.files
effort_controllers,0.22.0-2025.12.13.08.37,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,effort_controllers_0.22.0-2025.12.13.08.37-bloom_generate.log,ros-one-effort-controllers_0.22.0-2025.12.13.08.37_amd64-2025-12-13T08:37:27Z.build,ros-one-effort-controllers_0.22.0-2025.12.13.08.37_amd64.deb,ros-one-effort-controllers_0.22.0-2025.12.13.08.37_amd64.files
joint_trajectory_controller,0.22.0-2025.12.13.08.41,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,joint_trajectory_controller_0.22.0-2025.12.13.08.41-bloom_generate.log,ros-one-joint-trajectory-controller_0.22.0-2025.12.13.08.41_amd64-2025-12-13T08:41:31Z.build,ros-one-joint-trajectory-controller_0.22.0-2025.12.13.08.41_amd64.deb,ros-one-joint-trajectory-controller_0.22.0-2025.12.13.08.41_amd64.files
position_controllers,0.22.0-2025.12.13.08.45,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,position_controllers_0.22.0-2025.12.13.08.45-bloom_generate.log,ros-one-position-controllers_0.22.0-2025.12.13.08.45_amd64-2025-12-13T08:45:46Z.build,ros-one-position-controllers_0.22.0-2025.12.13.08.45_amd64.deb,ros-one-position-controllers_0.22.0-2025.12.13.08.45_amd64.files
realsense2_camera,2.3.2-24-g7402c40f-2025.12.13.08.49,https://github.com/IntelRealSense/realsense-ros/tree/ros1-legacy,success,realsense2_camera_2.3.2-24-g7402c40f-2025.12.13.08.49-bloom_generate.log,ros-one-realsense2-camera_2.3.2-24-g7402c40f-2025.12.13.08.49_amd64-2025-12-13T08:49:40Z.build,ros-one-realsense2-camera_2.3.2-24-g7402c40f-2025.12.13.08.49_amd64.deb,ros-one-realsense2-camera_2.3.2-24-g7402c40f-2025.12.13.08.49_amd64.files
realsense2_description,2.3.2-24-g7402c40f-2025.12.13.08.54,https://github.com/IntelRealSense/realsense-ros/tree/ros1-legacy,success,realsense2_description_2.3.2-24-g7402c40f-2025.12.13.08.54-bloom_generate.log,ros-one-realsense2-description_2.3.2-24-g7402c40f-2025.12.13.08.54_amd64-2025-12-13T08:54:35Z.build,ros-one-realsense2-description_2.3.2-24-g7402c40f-2025.12.13.08.54_amd64.deb,ros-one-realsense2-description_2.3.2-24-g7402c40f-2025.12.13.08.54_amd64.files
ros_controllers,0.22.0-2025.12.13.08.58,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,ros_controllers_0.22.0-2025.12.13.08.58-bloom_generate.log,ros-one-ros-controllers_0.22.0-2025.12.13.08.58_amd64-2025-12-13T08:58:20Z.build,ros-one-ros-controllers_0.22.0-2025.12.13.08.58_amd64.deb,ros-one-ros-controllers_0.22.0-2025.12.13.08.58_amd64.files
rqt_joint_trajectory_controller,0.22.0-2025.12.13.09.01,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,rqt_joint_trajectory_controller_0.22.0-2025.12.13.09.01-bloom_generate.log,ros-one-rqt-joint-trajectory-controller_0.22.0-2025.12.13.09.01_amd64-2025-12-13T09:01:53Z.build,ros-one-rqt-joint-trajectory-controller_0.22.0-2025.12.13.09.01_amd64.deb,ros-one-rqt-joint-trajectory-controller_0.22.0-2025.12.13.09.01_amd64.files
velocity_controllers,0.22.0-2025.12.13.09.05,https://github.com/ros-controls/ros_controllers/tree/noetic-devel,success,velocity_controllers_0.22.0-2025.12.13.09.05-bloom_generate.log,ros-one-velocity-controllers_0.22.0-2025.12.13.09.05_amd64-2025-12-13T09:05:25Z.build,ros-one-velocity-controllers_0.22.0-2025.12.13.09.05_amd64.deb,ros-one-velocity-controllers_0.22.0-2025.12.13.09.05_amd64.files
joy,0-2025.12.13.08.06,https://github.com/ros-o/joystick_drivers/tree/obese-devel,success,joy_0-2025.12.13.08.06-bloom_generate.log,ros-one-joy_0-2025.12.13.08.06_amd64-2025-12-13T08:06:20Z.build,ros-one-joy_0-2025.12.13.08.06_amd64.deb,ros-one-joy_0-2025.12.13.08.06_amd64.files
joystick_drivers,0-2025.12.13.08.10,https://github.com/ros-o/joystick_drivers/tree/obese-devel,success,joystick_drivers_0-2025.12.13.08.10-bloom_generate.log,ros-one-joystick-drivers_0-2025.12.13.08.10_amd64-2025-12-13T08:10:03Z.build,ros-one-joystick-drivers_0-2025.12.13.08.10_amd64.deb,ros-one-joystick-drivers_0-2025.12.13.08.10_amd64.files
laser_filters,1.9.1-2025.12.13.08.13,https://github.com/ros-perception/laser_filters/tree/noetic-devel,success,laser_filters_1.9.1-2025.12.13.08.13-bloom_generate.log,ros-one-laser-filters_1.9.1-2025.12.13.08.13_amd64-2025-12-13T08:13:30Z.build,ros-one-laser-filters_1.9.1-2025.12.13.08.13_amd64.deb,ros-one-laser-filters_1.9.1-2025.12.13.08.13_amd64.files
libmavconn,1.20.0-1-g08142be7-2025.12.13.08.18,https://github.com/ros-o/mavros/tree/obese-devel,success,libmavconn_1.20.0-1-g08142be7-2025.12.13.08.18-bloom_generate.log,ros-one-libmavconn_1.20.0-1-g08142be7-2025.12.13.08.18_amd64-2025-12-13T08:18:59Z.build,ros-one-libmavconn_1.20.0-1-g08142be7-2025.12.13.08.18_amd64.deb,ros-one-libmavconn_1.20.0-1-g08142be7-2025.12.13.08.18_amd64.files
mavros_msgs,1.20.0-1-g08142be7-2025.12.13.08.22,https://github.com/ros-o/mavros/tree/obese-devel,success,mavros_msgs_1.20.0-1-g08142be7-2025.12.13.08.22-bloom_generate.log,ros-one-mavros-msgs_1.20.0-1-g08142be7-2025.12.13.08.22_amd64-2025-12-13T08:22:54Z.build,ros-one-mavros-msgs_1.20.0-1-g08142be7-2025.12.13.08.22_amd64.deb,ros-one-mavros-msgs_1.20.0-1-g08142be7-2025.12.13.08.22_amd64.files
mavros,1.20.0-1-g08142be7-2025.12.13.08.26,https://github.com/ros-o/mavros/tree/obese-devel,failed-sbuild,mavros_1.20.0-1-g08142be7-2025.12.13.08.26-bloom_generate.log,ros-one-mavros_1.20.0-1-g08142be7-2025.12.13.08.26_amd64-2025-12-13T08:26:51Z.build,,
mavros_extras,1.20.0-1-g08142be7-2025.12.13.08.31,https://github.com/ros-o/mavros/tree/obese-devel,failed-sbuild,mavros_extras_1.20.0-1-g08142be7-2025.12.13.08.31-bloom_generate.log,ros-one-mavros-extras_1.20.0-1-g08142be7-2025.12.13.08.31_amd64-2025-12-13T08:31:02Z.build,,
pointgrey_camera_description,0.15.1-1-gcc88014-2025.12.13.08.34,https://github.com/ros-drivers/pointgrey_camera_driver/tree/noetic-devel,success,pointgrey_camera_description_0.15.1-1-gcc88014-2025.12.13.08.34-bloom_generate.log,ros-one-pointgrey-camera-description_0.15.1-1-gcc88014-2025.12.13.08.34_amd64-2025-12-13T08:34:08Z.build,ros-one-pointgrey-camera-description_0.15.1-1-gcc88014-2025.12.13.08.34_amd64.deb,ros-one-pointgrey-camera-description_0.15.1-1-gcc88014-2025.12.13.08.34_amd64.files
ps3joy,0-2025.12.13.08.38,https://github.com/ros-o/joystick_drivers/tree/obese-devel,success,ps3joy_0-2025.12.13.08.38-bloom_generate.log,ros-one-ps3joy_0-2025.12.13.08.38_amd64-2025-12-13T08:38:03Z.build,ros-one-ps3joy_0-2025.12.13.08.38_amd64.deb,ros-one-ps3joy_0-2025.12.13.08.38_amd64.files
spacenav_node,0-2025.12.13.08.41,https://github.com/ros-o/joystick_drivers/tree/obese-devel,success,spacenav_node_0-2025.12.13.08.41-bloom_generate.log,ros-one-spacenav-node_0-2025.12.13.08.41_amd64-2025-12-13T08:41:42Z.build,ros-one-spacenav-node_0-2025.12.13.08.41_amd64.deb,ros-one-spacenav-node_0-2025.12.13.08.41_amd64.files
statistics_msgs,0.15.1-1-gcc88014-2025.12.13.08.45,https://github.com/ros-drivers/pointgrey_camera_driver/tree/noetic-devel,success,statistics_msgs_0.15.1-1-gcc88014-2025.12.13.08.45-bloom_generate.log,ros-one-statistics-msgs_0.15.1-1-gcc88014-2025.12.13.08.45_amd64-2025-12-13T08:45:20Z.build,ros-one-statistics-msgs_0.15.1-1-gcc88014-2025.12.13.08.45_amd64.deb,ros-one-statistics-msgs_0.15.1-1-gcc88014-2025.12.13.08.45_amd64.files
image_exposure_msgs,0.15.1-1-gcc88014-2025.12.13.08.48,https://github.com/ros-drivers/pointgrey_camera_driver/tree/noetic-devel,success,image_exposure_msgs_0.15.1-1-gcc88014-2025.12.13.08.48-bloom_generate.log,ros-one-image-exposure-msgs_0.15.1-1-gcc88014-2025.12.13.08.48_amd64-2025-12-13T08:48:49Z.build,ros-one-image-exposure-msgs_0.15.1-1-gcc88014-2025.12.13.08.48_amd64.deb,ros-one-image-exposure-msgs_0.15.1-1-gcc88014-2025.12.13.08.48_amd64.files
test_mavros,1.20.0-1-g08142be7-2025.12.13.08.52,https://github.com/ros-o/mavros/tree/obese-devel,failed-sbuild,test_mavros_1.20.0-1-g08142be7-2025.12.13.08.52-bloom_generate.log,ros-one-test-mavros_1.20.0-1-g08142be7-2025.12.13.08.52_amd64-2025-12-13T08:52:21Z.build,,
wfov_camera_msgs,0.15.1-1-gcc88014-2025.12.13.08.55,https://github.com/ros-drivers/pointgrey_camera_driver/tree/noetic-devel,success,wfov_camera_msgs_0.15.1-1-gcc88014-2025.12.13.08.55-bloom_generate.log,ros-one-wfov-camera-msgs_0.15.1-1-gcc88014-2025.12.13.08.55_amd64-2025-12-13T08:55:27Z.build,ros-one-wfov-camera-msgs_0.15.1-1-gcc88014-2025.12.13.08.55_amd64.deb,ros-one-wfov-camera-msgs_0.15.1-1-gcc88014-2025.12.13.08.55_amd64.files
pointgrey_camera_driver,0.15.1-1-gcc88014-2025.12.13.08.58,https://github.com/ros-drivers/pointgrey_camera_driver/tree/noetic-devel,success,pointgrey_camera_driver_0.15.1-1-gcc88014-2025.12.13.08.58-bloom_generate.log,ros-one-pointgrey-camera-driver_0.15.1-1-gcc88014-2025.12.13.08.58_amd64-2025-12-13T08:59:00Z.build,ros-one-pointgrey-camera-driver_0.15.1-1-gcc88014-2025.12.13.08.58_amd64.deb,ros-one-pointgrey-camera-driver_0.15.1-1-gcc88014-2025.12.13.08.58_amd64.files
wiimote,0-2025.12.13.09.03,https://github.com/ros-o/joystick_drivers/tree/obese-devel,success,wiimote_0-2025.12.13.09.03-bloom_generate.log,ros-one-wiimote_0-2025.12.13.09.03_amd64-2025-12-13T09:03:20Z.build,ros-one-wiimote_0-2025.12.13.09.03_amd64.deb,ros-one-wiimote_0-2025.12.13.09.03_amd64.files
driver_base,1.6.9-2025.12.13.08.05,https://github.com/ros-drivers/driver_common/tree/indigo-devel,success,driver_base_1.6.9-2025.12.13.08.05-bloom_generate.log,ros-one-driver-base_1.6.9-2025.12.13.08.05_amd64-2025-12-13T08:05:44Z.build,ros-one-driver-base_1.6.9-2025.12.13.08.05_amd64.deb,ros-one-driver-base_1.6.9-2025.12.13.08.05_amd64.files
driver_common,1.6.9-2025.12.13.08.09,https://github.com/ros-drivers/driver_common/tree/indigo-devel,success,driver_common_1.6.9-2025.12.13.08.09-bloom_generate.log,ros-one-driver-common_1.6.9-2025.12.13.08.09_amd64-2025-12-13T08:09:31Z.build,ros-one-driver-common_1.6.9-2025.12.13.08.09_amd64.deb,ros-one-driver-common_1.6.9-2025.12.13.08.09_amd64.files
microstrain_3dmgx2_imu,1.5.13-2025.12.13.08.13,https://github.com/ros-drivers/microstrain_3dmgx2_imu/tree/indigo-devel,success,microstrain_3dmgx2_imu_1.5.13-2025.12.13.08.13-bloom_generate.log,ros-one-microstrain-3dmgx2-imu_1.5.13-2025.12.13.08.13_amd64-2025-12-13T08:13:02Z.build,ros-one-microstrain-3dmgx2-imu_1.5.13-2025.12.13.08.13_amd64.deb,ros-one-microstrain-3dmgx2-imu_1.5.13-2025.12.13.08.13_amd64.files
multisense,4.0.5-46-g945e646-2025.12.13.08.17,https://github.com/ros-o/multisense_ros/tree/obese-devel,success,multisense_4.0.5-46-g945e646-2025.12.13.08.17-bloom_generate.log,ros-one-multisense_4.0.5-46-g945e646-2025.12.13.08.17_amd64-2025-12-13T08:17:09Z.build,ros-one-multisense_4.0.5-46-g945e646-2025.12.13.08.17_amd64.deb,ros-one-multisense_4.0.5-46-g945e646-2025.12.13.08.17_amd64.files
multisense_description,4.0.5-46-g945e646-2025.12.13.08.20,https://github.com/ros-o/multisense_ros/tree/obese-devel,success,multisense_description_4.0.5-46-g945e646-2025.12.13.08.20-bloom_generate.log,ros-one-multisense-description_4.0.5-46-g945e646-2025.12.13.08.20_amd64-2025-12-13T08:20:42Z.build,ros-one-multisense-description_4.0.5-46-g945e646-2025.12.13.08.20_amd64.deb,ros-one-multisense-description_4.0.5-46-g945e646-2025.12.13.08.20_amd64.files
multisense_lib,4.0.5-46-g945e646-2025.12.13.08.24,https://github.com/ros-o/multisense_ros/tree/obese-devel,success,multisense_lib_4.0.5-46-g945e646-2025.12.13.08.24-bloom_generate.log,ros-one-multisense-lib_4.0.5-46-g945e646-2025.12.13.08.24_amd64-2025-12-13T08:24:23Z.build,ros-one-multisense-lib_4.0.5-46-g945e646-2025.12.13.08.24_amd64.deb,ros-one-multisense-lib_4.0.5-46-g945e646-2025.12.13.08.24_amd64.files
multisense_ros,4.0.5-46-g945e646-2025.12.13.08.28,https://github.com/ros-o/multisense_ros/tree/obese-devel,success,multisense_ros_4.0.5-46-g945e646-2025.12.13.08.28-bloom_generate.log,ros-one-multisense-ros_4.0.5-46-g945e646-2025.12.13.08.28_amd64-2025-12-13T08:28:56Z.build,ros-one-multisense-ros_4.0.5-46-g945e646-2025.12.13.08.28_amd64.deb,ros-one-multisense-ros_4.0.5-46-g945e646-2025.12.13.08.28_amd64.files
multisense_bringup,4.0.5-46-g945e646-2025.12.13.08.35,https://github.com/ros-o/multisense_ros/tree/obese-devel,success,multisense_bringup_4.0.5-46-g945e646-2025.12.13.08.35-bloom_generate.log,ros-one-multisense-bringup_4.0.5-46-g945e646-2025.12.13.08.35_amd64-2025-12-13T08:35:32Z.build,ros-one-multisense-bringup_4.0.5-46-g945e646-2025.12.13.08.35_amd64.deb,ros-one-multisense-bringup_4.0.5-46-g945e646-2025.12.13.08.35_amd64.files
multisense_cal_check,4.0.5-46-g945e646-2025.12.13.08.39,https://github.com/ros-o/multisense_ros/tree/obese-devel,success,multisense_cal_check_4.0.5-46-g945e646-2025.12.13.08.39-bloom_generate.log,ros-one-multisense-cal-check_4.0.5-46-g945e646-2025.12.13.08.39_amd64-2025-12-13T08:39:57Z.build,ros-one-multisense-cal-check_4.0.5-46-g945e646-2025.12.13.08.39_amd64.deb,ros-one-multisense-cal-check_4.0.5-46-g945e646-2025.12.13.08.39_amd64.files
